code,description,orgcode,parent,stage,monitoringcode,source_sheet,id,fieldname,displaylable,fieldtype,fieldorder,ismandatory,datatype,mindatalength,maxdatalength,isvisible,issearchable,isactive,categorycode,fieldcode,categorycodefrom,categorycodeto,fromorg,toorg,orglevel,canclose,dependenton,finalcategory,destination,field_name,display_label,field_type,data_type,is_mandatory,is_visible,is_searchable,is_active,field_order,clean_text
4961.0,Pension Case,MINHA,4952.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pension case
4962.0,Vigilance cases,MINHA,4952.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vigilance case
4963.0,Issues related to the recruitment,MINHA,4952.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue related recruitment
4964.0,Reservation in service for SC/ST/OBC Minorities in CPF,MINHA,4952.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reservation service obc minority cpf
4965.0,Pay fixation / special pay / Release of increment,MINHA,4953.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pay fixation special pay release increment
4966.0,Compassionate appointment,MINHA,4953.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,compassionate appointment
4967.0,Pending any type of bill dues for payment,MINHA,4953.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending type bill due payment
4968.0,Issues related to promotion,MINHA,4953.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue related promotion
4969.0,Transfer / posting,MINHA,4953.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transfer posting
4970.0,Misbehaviour/harassment by any officer/staff,MINHA,4953.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misbehaviour harassment officer staff
4971.0,Allegation of curruption/malpractice,MINHA,4953.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allegation curruption malpractice
4972.0,Pension Case,MINHA,4953.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pension case
4973.0,Vigilance cases,MINHA,4953.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vigilance case
4974.0,Issues related to the recruitment,MINHA,4953.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue related recruitment
4975.0,Reservation in service for SC/ST/OBC Minorities in CPF,MINHA,4953.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reservation service obc minority cpf
4976.0,Rural Development,DORLD,,1.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rural development
4977.0,Administration Related,DORLD,4976.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,administration related
4978.0,Employee Related / Service Related,DORLD,4977.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,employee related service related
4979.0,Advances & Allowances Related,DORLD,4977.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,advance allowance related
4980.0,Compassionate Appointment Related,DORLD,4977.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,compassionate appointment related
4981.0,Pension Related,DORLD,4977.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pension related
4982.0,Others/Misc.,DORLD,4977.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others misc
4983.0,Appointment Related,DORLD,4978.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,appointment related
4984.0,Transfer / Posting,DORLD,4978.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transfer posting
4985.0,Issues related to promotion,DORLD,4978.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue related promotion
4986.0,Pay Fixation,DORLD,4978.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pay fixation
4987.0,Pending Payment of any type of bills / dues,DORLD,4978.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending payment type bill due
4988.0,Sexual Harassment,DORLD,4978.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sexual harassment
4989.0,Misbehaviour/ Harassment by any Officer / Official,DORLD,4978.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misbehaviour harassment officer official
4990.0,Others,DORLD,4978.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
4991.0,Advances/ Allowances not released,DORLD,4979.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,advance allowance released
4992.0,Miscalculation of Advance/allowance,DORLD,4979.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,miscalculation advance allowance
4993.0,Others,DORLD,4979.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
4994.0,Non-consideration of Candidature,DORLD,4980.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non consideration candidature
4995.0,Others,DORLD,4980.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
4996.0,Pension not started / Pension stopped,DORLD,4981.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pension started pension stopped
4997.0,Revision of Pension,DORLD,4981.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,revision pension
4998.0,Miscalculation of Pension,DORLD,4981.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,miscalculation pension
4999.0,Family Pension related issue,DORLD,4981.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,family pension related issue
5000.0,Others,DORLD,4981.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
5001.0,"Information, Education and Communication Division",DORLD,4976.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,information education communication division
5002.0,Information,DORLD,5001.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,information
5003.0,Suggestion,DORLD,5001.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suggestion
5004.0,Complaints,DORLD,5001.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complaint
5005.0,Others,DORLD,5001.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
5006.0,Information about schemes (IEC),DORLD,5002.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,information scheme iec
5007.0,Information about expenditure incurred on Advertisement,DORLD,5002.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,information expenditure incurred advertisement
5008.0,Suggestions on Advertisement / media of schemes of  ministry,DORLD,5003.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suggestion advertisement medium scheme ministry
5009.0,Complaints on payment issues,DORLD,5004.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complaint payment issue
5010.0,Grievance regarding non selection of agency,DORLD,5004.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grievance regarding non selection agency
5011.0,Allegation of corruption / bribery,DORLD,5005.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allegation corruption bribery
5012.0,Bill Related,DORLD,4976.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bill related
5013.0,Pending Bill,DORLD,5012.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending bill
5014.0,Short Payment of Bill,DORLD,5012.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,short payment bill
5015.0,Other,DORLD,5012.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5016.0,BPL Division,DORLD,4976.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bpl division
5017.0,Request,DORLD,5016.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,request
5018.0,Others,DORLD,5016.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
5019.0,Exclusion / Inclusion/Deprivation Criteria in BPL / SECC list at any level.Request for Addition in SECC List,DORLD,5017.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exclusion inclusion deprivation criterion bpl secc list level request addition secc list
5020.0,Old BPL List,DORLD,5017.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,old bpl list
5021.0,DISHA Division,DORLD,4976.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disha division
5022.0,Nomination of Non-Official Members in DISHA Committees,DORLD,5021.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomination non official member disha committee
5023.0,Others,DORLD,5021.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
5024.0,Action on decision taken in DISHA meeting on rnatter related to State,DORLD,5023.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,action decision taken disha meeting rnatter related state
5025.0,Action on decision taken in DISHA meetings on matter pertaining to Ministries of Govt. of lndia,DORLD,5023.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,action decision taken disha meeting matter pertaining ministry govt lndia
5026.0,Others,DORLD,5023.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
5027.0,International Cooperation,DORLD,4976.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international cooperation
5028.0,MoU Related,DORLD,5027.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mou related
5029.0,Fund Related,DORLD,5027.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fund related
5030.0,Other,DORLD,5027.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5031.0,Release of Fund,DORLD,5029.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,release fund
5032.0,Pendind Fund,DORLD,5029.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendind fund
5033.0,Pradhan Mantri Awaas Yojana - Gramin (Rural),DORLD,4976.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pradhan mantri awaas yojana gramin rural
5034.0,Request/Representation (for new house),DORLD,5033.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,request representation new house
5035.0,PMAY - G related Complaints,DORLD,5033.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmay related complaint
5036.0,Suggestions,DORLD,5033.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suggestion
5037.0,"Requests/ representations for new house, name already included in PWL (State Govt.)",DORLD,5034.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,request representation new house name already included pwl state govt
5038.0,"Requests/ representations for new house, name not included in PWL (State Govt.)",DORLD,5034.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,request representation new house name included pwl state govt
5039.0,"Requests/ representations for new house, status of inclusion in PWL unknown (State Govt.)",DORLD,5034.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,request representation new house status inclusion pwl unknown state govt
5040.0,Negligence of request for new house by official / GPs (State Govt./ Block),DORLD,5034.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negligence request new house official gps state govt block
5041.0,Survey not conducted/ Village not mapped on AwaasSoft (State Govt.),DORLD,5034.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey conducted village mapped awaassoft state govt
5042.0,Others (State Govt./ Block),DORLD,5034.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others state govt block
5043.0,Allotment of house to ineligible beneficiaries through bribe seeking (State Govt./Block),DORLD,5035.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allotment house ineligible beneficiary bribe seeking state govt block
5044.0,Bribe seeking for allotment of house to eligible beneficiaries (State Govt./ Block),DORLD,5035.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bribe seeking allotment house eligible beneficiary state govt block
5045.0,Bribe seeking for sanction of assistance/installment to eligible beneficiaries (State Govt./ Block),DORLD,5035.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bribe seeking sanction assistance installment eligible beneficiary state govt block
5046.0,Issue of wrong / fake investigation report regarding eligibility of beneficiaries by officials/ GPs (State Govt./ Block),DORLD,5035.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue wrong fake investigation report regarding eligibility beneficiary official gps state govt block
5047.0,Irregularities/ misappropriation of PMAY-G funds (State Govt./ Block),DORLD,5035.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,irregularity misappropriation pmay fund state govt block
5048.0,Delay in sanction of installments/ geo - tagging of stages of construction of house (State Govt./ Block),DORLD,5035.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delay sanction installment geo tagging stage construction house state govt block
5049.0,Others (State Govt./ Block),DORLD,5035.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others state govt block
5050.0,Use of construction materials / technology (State Govt.),DORLD,5036.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,use construction material technology state govt
5051.0,Raising of assistance amount (Govt. of lndia),DORLD,5036.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raising assistance amount govt lndia
5052.0,Others (State Govt./ Govt. oflndia),DORLD,5036.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others state govt govt oflndia
5053.0,Others,DORLD,5033.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
5054.0,Seeking informalion about eligibility under PMAY-G (Govt. of India),DORLD,5053.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,seeking informalion eligibility pmay govt india
5055.0,Request for allotmenl of house under state housing schemes (State Govt),DORLD,5053.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,request allotmenl house state housing scheme state govt
5056.0,Seeking Status/ATR regarding previous house request / complaint (State Govt.),DORLD,5053.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,seeking status atr regarding previous house request complaint state govt
5057.0,Grievance not specific - PMAY-G or PMAY-Urban (Complainant to give clarification),DORLD,5053.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grievance specific pmay pmay urban complainant give clarification
5058.0,Housing loan subsidy in rural areas (Rural Housing-lnterest Subsidy,DORLD,5033.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,housing loan subsidy rural area rural housing lnterest subsidy
5059.0,Others,DORLD,5033.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
5060.0,Non-implementation of RHlSS in rural areas (National Housing Bank),DORLD,5058.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non implementation rhlss rural area national housing bank
5061.0,Banks not aware of the RHIISS (National Housing Bank / respective banks),DORLD,5058.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bank aware rhiiss national housing bank respective bank
5062.0,No interest subsidy provided for housing Ioan in rural areas (National Housing Bank),DORLD,5058.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interest subsidy provided housing ioan rural area national housing bank
5063.0,Interest subsidy not provided for house purchase in rural areas (National Housing Bank),DORLD,5058.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interest subsidy provided house purchase rural area national housing bank
5064.0,Grievance not speciflc - RHIISS or PMAY-Urban (Complainant to give clarification),DORLD,5058.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grievance speciflc rhiiss pmay urban complainant give clarification
5065.0,Beneficiary applying for loan subsidy under PMAY-Urban but was rejectcd as the area in which the house is located falls under rural areas (M/o Housing and Urban Affairs / National Housing Bank),DORLD,5058.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beneficiary applying loan subsidy pmay urban rejectcd area house located fall rural area housing urban affair national housing bank
5066.0,Bifurcation of urban and rural areas (M/o. Housing and Urban Affairs),DORLD,5058.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bifurcation urban rural area housing urban affair
5067.0,Others (National Housing Bank),DORLD,5058.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others national housing bank
5068.0,Pradhan Mantri Gram Sadak Yojana,DORLD,4976.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pradhan mantri gram sadak yojana
5069.0,Complaints about PMGSY roads,DORLD,5068.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complaint pmgsy road
5070.0,Slow progress of PMGSY roads works / incomplete / abandoned,DORLD,5069.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow progress pmgsy road work incomplete abandoned
5071.0,Abandoned PMGSY roads,DORLD,5069.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abandoned pmgsy road
5072.0,Poor quality of PMGSY roads,DORLD,5069.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poor quality pmgsy road
5073.0,Request for construction of road under PMGSY,DORLD,5069.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,request construction road pmgsy
5074.0,Bid processing/Award/Tendering,DORLD,5069.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bid processing award tendering
5075.0,Complaints regarding maintenance of roads.,DORLD,5069.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complaint regarding maintenance road
5076.0,Matters Relating to Road Connectivity Project for Left Wing Extremism Affected Areas,DORLD,5068.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matter relating road connectivity project left wing extremism affected area
5077.0,Corruption related complaints,DORLD,5068.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corruption related complaint
5078.0,Delay in payment,DORLD,5068.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delay payment
5079.0,Administrative related complaints,DORLD,5068.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,administrative related complaint
5080.0,Others,DORLD,5068.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
5081.0,Malpractices / Corruption,DORLD,5077.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malpractice corruption
5082.0,Financial irregularities in tendering process,DORLD,5077.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,financial irregularity tendering process
5091.0,Delay in contractor payment,DORLD,5078.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delay contractor payment
5092.0,Issues related to promotion,DORLD,5079.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue related promotion
5093.0,Transfer/ Posting,DORLD,5079.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transfer posting
5094.0,Pending Disciplinary/Vigilance matters,DORLD,5079.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending disciplinary vigilance matter
5095.0,Misbehavior/ Harassment by any officer/ staff.,DORLD,5079.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misbehavior harassment officer staff
5096.0,Sexual harassment,DORLD,5079.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sexual harassment
5098.0,Complaints regarding Financial release from the Ministry,DORLD,5080.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complaint regarding financial release ministry
5099.0,MGNREGA Related,DORLD,4976.0,2.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgnrega related
5100.0,Allegations of corruption and malpractices,DORLD,5099.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allegation corruption malpractice
5101.0,Financial,DORLD,5099.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,financial
5102.0,Job Card,DORLD,5099.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,job card
5103.0,Suggestion,DORLD,5099.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suggestion
5104.0,Payment /  Wage,DORLD,5099.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,payment wage
5105.0,Works in NREGA,DORLD,5099.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,work nrega
5106.0,NREGA employee,DORLD,5099.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nrega employee
5107.0,Issue related to women worker of MGNREGA,DORLD,5099.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue related woman worker mgnrega
5108.0,Not proper implementation of central Govt. scheme,DORLD,5099.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proper implementation central govt scheme
5109.0,Others,DORLD,5099.0,3.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,others
5110.0,No proper implementation of MGNREGA Schemes,DORLD,5100.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proper implementation mgnrega scheme
5111.0,Misuse and improper selection of beneficiaries,DORLD,5100.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misuse improper selection beneficiary
5112.0,Delay in payment,DORLD,5101.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delay payment
5113.0,Fake payment in muster rolls,DORLD,5101.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fake payment muster roll
5114.0,Honorarium not provided under MGNREGA,DORLD,5101.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,honorarium provided mgnrega
5115.0,Not receiving of reimbursement of expenses,DORLD,5101.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,receiving reimbursement expense
5116.0,Administratve expense in MGNREGA Scheme,DORLD,5101.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,administratve expense mgnrega scheme
5117.0,Fiancial irregularities in implementation of MGNREGA scheme,DORLD,5101.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiancial irregularity implementation mgnrega scheme
5118.0,Fake job cards,DORLD,5102.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fake job card
5119.0,Fake attendance without doing any work,DORLD,5102.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fake attendance without work
5120.0,Fake muster rolls,DORLD,5102.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fake muster roll
5121.0,Non issuance of job card under MGNREGA,DORLD,5102.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non issuance job card mgnrega
5122.0,Suggestion related implemention of MGNREGS,DORLD,5103.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suggestion related implemention mgnregs
5123.0,Non payment of wage,DORLD,5104.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non payment wage
5124.0,Delayed payment,DORLD,5104.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delayed payment
5125.0,Delayed compensation,DORLD,5104.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delayed compensation
5126.0,Under payment,DORLD,5104.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,payment
5127.0,Non completion of work,DORLD,5105.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non completion work
5128.0,Works under MGNREGA,DORLD,5105.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,work mgnrega
5129.0,NREGA project in  digging,DORLD,5105.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nrega project digging
5130.0,Discrepancies in selection list of Technical Post,DORLD,5106.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discrepancy selection list technical post
5131.0,Appointment of Computer operator in unfilled post,DORLD,5106.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,appointment computer operator unfilled post
5132.0,Filling up the posts under MGNREGA,DORLD,5106.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filling post mgnrega
5133.0,Increase in salary,DORLD,5106.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,increase salary
5134.0,No provision of age relaxation for SC/ST/OBC candidate,DORLD,5106.0,4.0,,Complaint Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,provision age relaxation obc candidate
